Loop Target Address     , CountSeen        , CountLoopInvoked   , MeanTaken   , DiffCount   , Routine Name      , Routine Address      , Routine Invocations Count
0x7fb2e6f8ce1c, 2, 2, 1, 0, .text, 0x7fb2e6f87ac0, 1
0x7fb2e6f8d986, 2, 3, 0, 1, .text, 0x7fb2e6f87ac0, 1
0x7fb2e6f8cd90, 2, 0, 0, 0, .text, 0x7fb2e6f87ac0, 1
0x403f13, 2, 0, 0, 0, snocString, 0x403eb0, 5
0x404452, 2, 0, 0, 0, main, 0x4040af, 1
0x7fb2e6f8ed9a, 2, 2, 1, 0, .text, 0x7fb2e6f87ac0, 1
0x7fb2d3175ef0, 2, 1, 2, 0, _IO_file_write, 0x7fb2d3175b70, 2
0x7fb2d3175f0d, 2, 0, 0, 0, _IO_file_write, 0x7fb2d3175b70, 2
0x7fb2d3175bcc, 2, 2, 1, 0, _IO_file_write, 0x7fb2d3175b70, 2
0x7fb2d31730a8, 2, 2, 1, 0, _IO_getc, 0x7fb2d3173030, 3
0x7fb2e6f97e15, 2, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2d3138b39, 2, 0, 0, 0, __strtoll_l, 0x7fb2d31388d0, 0
0x7fb2d317d01e, 2, 0, 0, 0, _IO_str_seekoff, 0x7fb2d317a0d0, 0
0x7fb2e6f96788, 2, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f962c0, 2, 1, 2, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2d318c3b6, 2, 1, 2, 0, bzero, 0x7fb2d318c200, 0
0x7fb2e6f99079, 2, 6, 0, 2, _dl_debug_state, 0x7fb2e6f98070, 2
0x7fb2e6f9a35f, 2, 0, 0, 0, _dl_mcount, 0x7fb2e6f99b30, 0
0x7fb2e6f9a6b8, 2, 1, 2, 0, _dl_allocate_tls_init, 0x7fb2e6f9a620, 1
0x7fb2d3714b7b, 2, 0, 0, 0, .text, 0x7fb2d37141b0, 0
0x7fb2e6f8f084, 2, 0, 0, 0, .text, 0x7fb2e6f87ac0, 1
0x7fb2e6f8ef26, 2, 2, 1, 0, .text, 0x7fb2e6f87ac0, 1
0x7fb2e6f8b0ee, 2, 0, 0, 0, .text, 0x7fb2e6f87ac0, 1
0x7fb2e6f93427, 1, 1, 1, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f92d3c, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f92e37, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6fa0d5d, 1, 0, 0, 0, __libc_memalign, 0x7fb2e6fa0d40, 39
0x7fb2e6fa06c5, 1, 0, 0, 0, __get_cpu_features, 0x7fb2e6fa0010, 0
0x7fb2e6fa06b0, 1, 0, 0, 0, __get_cpu_features, 0x7fb2e6fa0010, 0
0x7fb2e6fa0688, 1, 0, 0, 0, __get_cpu_features, 0x7fb2e6fa0010, 0
0x7fb2e6fa0498, 1, 0, 0, 0, __get_cpu_features, 0x7fb2e6fa0010, 0
0x7fb2e6fa0254, 1, 0, 0, 0, __get_cpu_features, 0x7fb2e6fa0010, 0
0x7fb2e6fa0111, 1, 1, 1, 0, __get_cpu_features, 0x7fb2e6fa0010, 0
0x7fb2e6fa0108, 1, 1, 1, 0, __get_cpu_features, 0x7fb2e6fa0010, 0
0x7fb2e6fa0099, 1, 0, 0, 0, __get_cpu_features, 0x7fb2e6fa0010, 0
0x7fb2e6f9f0d9, 1, 0, 0, 0, _dl_find_dso_for_object, 0x7fb2e6f9bc00, 1
0x7fb2e6f97c81, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f97b1d, 1, 1, 1, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f977f8, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f97783, 1, 1, 1, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f97659, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f96860, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f96760, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f96745, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f96411, 1, 1, 1, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f96292, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f95788, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f956db, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f953b3, 1, 1, 1, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f95129, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f9511e, 1, 1, 1, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f9507c, 1, 1, 1, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f9362c, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f935f9, 1, 1, 1, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x7fb2e6f934e5, 1, 0, 0, 0, _dl_rtld_di_serinfo, 0x7fb2e6f90650, 0
0x410547, 1, 37, 0, 1, sendMTFValues, 0x40ceee, 1
0x4105f5, 1, 5, 0, 1, sendMTFValues, 0x40ceee, 1
0x410794, 1, 16, 0, 1, sendMTFValues, 0x40ceee, 1
0x410806, 1, 8, 0, 1, sendMTFValues, 0x40ceee, 1
0x41085e, 1, 8, 0, 1, sendMTFValues, 0x40ceee, 1
0x41096a, 1, 37, 0, 1, sendMTFValues, 0x40ceee, 1
0x7fb2d2ef9df0, 1, 1, 1, 0, .text, 0x7fb2d2ef9da0, 1
0x7fb2d311d363, 1, 0, 0, 0, .text, 0x7fb2d311c8b0, 0
0x7fb2d311d5d7, 1, 0, 0, 0, _init, 0x7fb2d311d5a0, 1
0x7fb2d311d61b, 1, 0, 0, 0, _init, 0x7fb2d311d5a0, 1
0x7fb2d311d779, 1, 0, 0, 0, __libc_start_main, 0x7fb2d311d740, 1
0x7fb2d31321b0, 1, 1, 1, 0, __sigsetjmp, 0x7fb2d31321b0, 1
0x7fb2d3136f30, 1, 1, 1, 0, __libc_secure_getenv, 0x7fb2d3136ef0, 0
0x7fb2d313718a, 1, 1, 1, 0, on_exit, 0x7fb2d3137050, 0
0x7fb2d3138b28, 1, 0, 0, 0, __strtoll_l, 0x7fb2d31388d0, 0
0x7fb2d316a524, 1, 0, 0, 0, _IO_fdopen, 0x7fb2d316a4c0, 1
0x7fb2d316a5bb, 1, 1, 1, 0, _IO_fdopen, 0x7fb2d316a4c0, 1
0x7fb2d316b7cf, 1, 1, 1, 0, fwrite, 0x7fb2d316b6e0, 1
0x7fb2d31753ab, 1, 0, 0, 0, _IO_file_sync, 0x7fb2d3175370, 2
0x7fb2d3175fa0, 1, 0, 0, 0, _IO_file_write, 0x7fb2d3175b70, 2
0x7fb2d31762a6, 1, 1, 1, 0, _IO_file_xsputn, 0x7fb2d31761e0, 1
